value,type
40,Kept
40,Kept
36,Kept
46,Kept
32,Kept
32,Kept
32,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
24,Kept
25,Kept
25,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
39,Kept
39,Kept
38,Kept
38,Kept
39,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
55,Kept
26,Kept
55,Kept
29,Kept
36,Kept
39,Kept
39,Kept
39,Kept
39,Kept
35,Kept
37,Kept
42,Kept
41,Kept
37,Kept
37,Kept
31,Kept
31,Kept
37,Kept
37,Kept
31,Kept
41,Kept
41,Kept
40,Kept
40,Kept
39,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
41,Kept
41,Kept
40,Kept
38,Kept
38,Kept
38,Kept
34,Kept
38,Kept
51,Kept
26,Kept
26,Kept
40,Kept
37,Kept
36,Kept
40,Kept
41,Kept
41,Kept
41,Kept
41,Kept
37,Kept
41,Kept
29,Kept
29,Kept
29,Kept
28,Kept
41,Kept
37,Kept
37,Kept
41,Kept
41,Kept
41,Kept
41,Kept
38,Kept
32,Kept
41,Kept
41,Kept
41,Kept
41,Kept
41,Kept
41,Kept
41,Kept
41,Kept
41,Kept
41,Kept
36,Kept
41,Kept
41,Kept
25,Kept
38,Kept
31,Kept
48,Kept
45,Kept
41,Kept
37,Kept
36,Kept
41,Kept
48,Kept
48,Kept
48,Kept
48,Kept
41,Kept
41,Kept
39,Kept
39,Kept
41,Kept
35,Kept
54,Kept
41,Kept
41,Kept
31,Kept
31,Kept
31,Kept
31,Kept
48,Kept
48,Kept
48,Kept
48,Kept
48,Kept
48,Kept
48,Kept
48,Kept
48,Kept
48,Kept
48,Kept
48,Kept
48,Kept
48,Kept
41,Kept
41,Kept
38,Kept
38,Kept
36,Kept
36,Kept
48,Kept
25,Kept
25,Kept
37,Kept
41,Kept
36,Kept
36,Kept
36,Kept
36,Kept
36,Kept
36,Kept
36,Kept
35,Kept
41,Kept
45,Kept
38,Kept
38,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
31,Kept
31,Kept
37,Kept
37,Kept
38,Kept
35,Kept
35,Kept
32,Kept
32,Kept
32,Kept
32,Kept
32,Kept
37,Kept
37,Kept
36,Kept
38,Kept
38,Kept
41,Kept
48,Kept
45,Kept
41,Kept
33,Kept
33,Kept
33,Kept
24,Kept
24,Kept
24,Kept
24,Kept
32,Kept
49,Kept
43,Kept
42,Kept
25,Kept
25,Kept
25,Kept
28,Kept
25,Kept
25,Kept
25,Kept
27,Kept
27,Kept
27,Kept
27,Kept
50,Kept
50,Kept
50,Kept
50,Kept
50,Kept
35,Kept
50,Kept
41,Kept
35,Kept
50,Kept
55,Kept
38,Kept
27,Kept
27,Kept
28,Kept
28,Kept
28,Kept
28,Kept
46,Kept
46,Kept
46,Kept
46,Kept
45,Kept
45,Kept
45,Kept
30,Kept
45,Kept
45,Kept
45,Kept
45,Kept
45,Kept
46,Kept
45,Kept
45,Kept
46,Kept
41,Kept
28,Kept
25,Kept
36,Kept
31,Kept
37,Kept
42,Kept
42,Kept
42,Kept
42,Kept
42,Kept
42,Kept
42,Kept
42,Kept
42,Kept
42,Kept
42,Kept
41,Kept
45,Kept
42,Kept
42,Kept
28,Kept
28,Kept
43,Kept
44,Kept
38,Kept
42,Kept
35,Kept
38,Kept
24,Kept
24,Kept
35,Kept
35,Kept
29,Kept
29,Kept
29,Kept
29,Kept
35,Kept
34,Kept
34,Kept
25,Kept
34,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
35,Kept
34,Kept
35,Kept
35,Kept
35,Kept
38,Kept
38,Kept
35,Kept
35,Kept
34,Kept
26,Kept
26,Kept
34,Kept
35,Kept
35,Kept
35,Kept
34,Kept
34,Kept
34,Kept
34,Kept
34,Kept
35,Kept
26,Kept
38,Kept
38,Kept
38,Kept
33,Kept
33,Kept
33,Kept
30,Kept
30,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
38,Kept
27,Kept
32,Kept
32,Kept
32,Kept
32,Kept
32,Kept
25,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
37,Kept
37,Kept
36,Kept
32,Kept
32,Kept
32,Kept
37,Kept
37,Kept
35,Kept
35,Kept
31,Kept
31,Kept
31,Kept
31,Kept
31,Kept
31,Kept
37,Kept
37,Kept
36,Kept
35,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
37,Kept
34,Kept
33,Kept
33,Kept
33,Kept
32,Kept
32,Kept
32,Kept
35,Kept
36,Kept
35,Kept
31,Kept
36,Kept
35,Kept
35,Kept
35,Kept
34,Kept
37,Kept
37,Kept
25,Kept
25,Kept
25,Kept
26,Kept
26,Kept
25,Kept
25,Kept
25,Kept
25,Kept
26,Kept
26,Kept
26,Kept
24,Kept
24,Kept
24,Kept
24,Kept
36,Kept
33,Kept
33,Kept
35,Kept
29,Kept
34,Kept
34,Kept
34,Kept
32,Kept
34,Kept
32,Kept
32,Kept
32,Kept
27,Kept
27,Kept
27,Kept
34,Kept
33,Kept
31,Kept
33,Kept
24,Kept
24,Kept
24,Kept
27,Kept
25,Kept
25,Kept
24,Kept
24,Kept
34,Kept
29,Kept
29,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
26,Kept
24,Kept
24,Kept
24,Kept
24,Kept
26,Kept
26,Kept
27,Kept
27,Kept
27,Kept
33,Kept
33,Kept
33,Kept
25,Kept
36,Kept
29,Kept
29,Kept
29,Kept
29,Kept
27,Kept
29,Kept
29,Kept
29,Kept
29,Kept
26,Kept
26,Kept
26,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
29,Kept
